Area,Year,Total Export Value per 1000 USD,Total Crops and Livestock Yielded per 100g/ha,Total Crop Emissions,Total Fertilizers Used in Tonnes,Total FDI Inflows per million USD,Total Land Use per 1000/ha,Total Pesticides Used in Tonnes
Denmark,2015,13.938464086517422,12.119715599873643,5.982649180688945,10.853686836061465,7.902941332953142,7.047751839141315,6.581241293974802
Denmark,2017,13.987355693825188,12.150750192341391,5.977583229205984,10.841581653984186,8.001617615735563,7.010212584400505,6.479829814943789
Denmark,2018,14.019274689837225,12.36567131521686,5.975394656972112,10.252336593825254,6.369406553426372,7.012901471674438,6.469641713058478
Denmark,2019,13.978164343347752,12.542500833562213,5.972624516367047,10.383692022715158,8.489119362261393,7.0248176995022344,6.608740663719352
Denmark,2020,13.994784992618369,12.54703952798519,5.971152650156022,10.504378946380317,7.8023741791895915,7.010757526109335,6.648718970720264
Denmark,2021,14.088747398931604,12.504575338340159,5.971093500792317,9.584686261025476,8.795724552170725,7.009408932708637,6.586081995662996
Dominican Republic,2006,11.443132568191224,11.59810516546422,2.0880853263037773,9.717669891485464,6.98988810852066,7.314204518059139,6.764765967583051
Dominican Republic,2007,11.617097009081434,11.486589889819351,2.1078325911660434,9.938673783203722,7.4196203623227905,7.314091802169665,7.077707126883004
Dominican Republic,2008,11.743542639062293,11.478870296480414,2.1382625772276236,9.776360130132634,7.962415680121064,7.30881068375247,7.058124532506039
Dominican Republic,2010,11.875249601298352,11.616865244587666,2.227212988828699,9.930022369664277,6.814667949264999,7.308929141570474,7.210890664880997
Dominican Republic,2012,12.104858844429323,11.554097071096496,2.1369239770931983,9.727197767973893,7.443634425812235,7.368760207764172,7.2338821225964205
Dominican Republic,2013,12.173062076122227,11.550805244508716,2.1343715485382972,9.67153256703421,6.685798523147493,7.368760207764172,7.245169135632094
Dominican Republic,2014,12.33830427716456,11.609073310363677,2.149633971187075,9.825204480006734,7.084771118652561,7.368760207764172,7.25633095667891
Dominican Republic,2015,12.3411309980599,11.574851485589077,2.129352109708422,9.692389220970755,7.016295733271588,7.388791573937375,6.975061840558515
Dominican Republic,2016,12.360939445667778,11.349016264680891,2.1553584422118273,9.838650947760357,7.138112747314541,7.388791573937375,7.135740424175791
Dominican Republic,2017,12.462266011672975,11.470573892150385,2.2085545940487945,9.878487001912706,7.495514165720668,7.388791568786188,7.290332293523843
Dominican Republic,2019,12.56120123823387,11.432852605326975,2.230813364056658,9.200939692142477,7.255308748471308,7.79539722542382,7.329068947371255
Dominican Republic,2020,12.55075485575524,11.451288910868433,2.252573433102377,9.316840721986473,7.1158258007988255,7.79539722542382,7.329070405557402
Dominican Republic,2021,12.784555389731429,11.448253116696387,2.291069037032798,9.221256104318734,7.424075778230089,7.79539722542382,6.284612902177382
Ecuador,2002,11.474097574651953,11.543232530881994,2.850066605098855,10.631710065318728,5.9925314777350245,8.565161589456926,5.921582249586692
Ecuador,2003,11.594590701785004,11.555247134415698,2.8238302444538426,10.505017725129367,6.13494023715163,8.554091498332157,8.943968776371959
Ecuador,2004,11.639657229934368,11.555273015238345,3.3926313533310872,10.820094598014224,6.122329418973896,8.569228085750558,8.916300129130597
Ecuador,2008,12.235779090593663,11.81150667544101,3.308717138252326,9.314185454230344,6.291183880170267,8.57009394315169,8.255450108975236
Ecuador,2010,12.371259876526414,11.695295353929499,3.358823836887851,10.733682242220063,4.491379794111012,8.528123822049512,8.85167169584185
Ecuador,2011,12.559426617599515,11.793507390931703,3.280056213786113,10.822987774635884,5.778452312743216,8.521643275089849,8.263871893576205
Ecuador,2016,12.623780791138557,11.778401038139345,3.322654289743375,10.395209465576407,6.001452538143085,8.430404249579123,9.237810447883614
Ecuador,2017,12.70617609417283,11.7923139908435,3.3131345429894745,10.578064505174634,5.934988554924222,8.38036748962003,9.232137088186231
Ecuador,2018,12.762516567938277,11.73976537632062,3.233215846848007,10.67828017668098,6.59371356371689,8.368409564640066,9.21499665749084
Ecuador,2019,12.779907625372193,11.729476130898174,3.1718240488261813,10.601423023640816,6.290565478651766,8.365077476679348,9.13455776763915
Egypt,2002,12.118245936247487,12.116180760220644,3.490074794301584,13.692590475246453,4.85604093696989,9.902373296073812,7.292915633749938
Egypt,2003,11.981852733897977,12.130882199601167,3.4665902252623457,12.91795434503525,4.6568645787999134,9.901872612859096,7.314131400562912
Egypt,2004,12.160297431826528,12.145497653163996,3.4841118592901403,13.085578299318692,5.211186737448156,9.90371025500882,7.334901734014601
Egypt,2006,12.394155007531566,12.112177963436109,3.52161496853017,11.759793355371237,8.536328929724712,9.903323902782601,7.935949701749014
Egypt,2007,12.718695278707155,12.111777949947173,3.5657226304879535,12.36308066783498,8.719717622194365,9.903251160961478,7.864357337865229
Egypt,2008,13.067236956491223,12.127036325218347,3.622998699250235,12.685410698175234,8.245605895922262,9.903696622043212,7.909645820624938
Egypt,2010,13.352250440049586,12.107777013695479,3.1757149862721037,13.495896815006374,7.85493849939454,9.907669704226652,8.10558913561184
Egypt,2011,13.631022556122025,12.081747575537321,3.410126288949628,13.360791127982155,3.812771200951021,9.906220179145208,8.21612593575432
Egypt,2012,13.593110636338958,12.082806822737515,3.455476685704448,13.117017781799573,7.6464813142421155,9.9080679555466,8.2938067534646
Egypt,2013,13.5650174351768,12.069382503070322,3.421372488598788,12.935031690844223,7.339701924345607,9.908279914440035,8.269356911440221
Egypt,2014,13.591115752804203,12.081882423074886,3.3841303425636444,13.021439671201302,7.392645386072383,9.907615158601317,8.08581185454754
Egypt,2015,13.53080775142252,12.076757287991517,3.2795449947119653,12.615697700161338,8.175955618594557,9.91032045228873,7.74046376067212
Egypt,2016,13.466614973216036,12.051099506363817,3.3759519357320333,13.31903960559395,8.332717315742867,9.90869590639179,8.099842731508842
Egypt,2017,13.558882487077682,12.063171781892168,3.3441813106321647,14.836624303239224,7.841273888418863,9.911563238050288,7.748351550125591
Egypt,2018,13.62299774023583,12.083241720235021,2.9531378759215703,14.407376136427214,7.948840238710667,9.912649994328333,8.08488207525362
El Salvador,2003,10.800910569946874,11.666546653992619,0.1576588048688601,9.485772721999046,3.725693427236653,6.5233420175705845,6.444512741954304
El Salvador,2005,10.990285885992561,11.849437311196581,0.16480797430124633,10.109000225689812,4.89235213339819,6.5086307411914675,6.289164133446058
El Salvador,2006,11.128326144293366,11.842550939293572,0.16772949754616534,9.735014658808925,4.50387546783651,6.508566859755391,6.448450780791058
El Salvador,2007,11.276293435100454,11.827870900449744,0.1661215987512328,10.075930616174302,6.187579426034272,6.425749916194804,6.302461977550061
El Salvador,2008,11.45808465752227,11.813470364511575,0.17908019815115972,10.444997994834742,6.022963214167353,6.425699311212227,7.003112210940316
El Salvador,2009,11.387783071800945,11.876381637047944,0.184610601597426,10.441500236146082,5.9050893313612365,6.425719553512563,6.841810817592634
El Salvador,2010,11.481272245968322,11.760100124097718,0.17736484814091147,10.608347124469763,,6.422089638246733,6.916982576232268
El Salvador,2011,11.73188695029088,11.775346371190189,0.18234933418593707,10.65139644999053,4.702939358172839,6.421124176299862,6.807559182502795
El Salvador,2015,11.683835739901324,11.829038607808188,0.19619706732955305,10.125636569464923,5.2946246844820495,6.553088521368428,6.215955761345012
El Salvador,2016,11.654381431820282,11.906465815539182,0.199956804338874,10.158972379440934,5.16190396492235,6.308462673893816,5.875243182034075
El Salvador,2017,11.673011406944381,11.937711206634726,0.19195555599137692,10.149622432679458,5.702535475253305,6.5489658562098905,6.4774799263652385
El Salvador,2018,11.722949156075705,11.935623651166079,0.17924739194308648,10.515462539308334,5.63391136048416,6.302547748137054,6.474720256150431
El Salvador,2019,11.820585801866612,11.996695828199073,0.17821591795907496,9.847084911851216,5.076477402694366,6.301702805273125,6.3150585795652345
El Salvador,2020,11.842569996365418,11.968744881301841,0.17656893101390614,9.45812847897692,4.408202536889988,6.3023747456789705,6.527814957436719
El Salvador,2021,12.003699556215704,11.990515020906189,0.19294547811585513,9.76984541908619,4.218610133361371,6.301347420815733,6.731067157883894
Eritrea,2005,9.355139296869998,9.974092457332251,0.885755920156948,8.046229101075378,0.8885305591283614,8.296391331617745,2.4910543803742344
Eritrea,2006,8.372464650167885,9.940914074673314,0.886889383902703,2.5649493574615367,2.7957930327358778,8.301467850763782,2.4910543803742344
Eritrea,2007,8.890174461629279,9.994861423804647,0.8865048371824052,8.202208436436448,2.104927010608244,8.301458135553688,2.4908887214655477
Eritrea,2009,8.976018503999903,9.975077049870345,0.883450685567764,8.006700845440367,4.5217885770490405,8.303661404984839,2.4912200118445926
Estonia,2004,10.877996090599646,10.65530450425995,6.725842878472333,9.179583296536427,5.337773243554541,6.7846509675602045,4.577887078103091
Estonia,2005,10.891857056271833,10.989067671121113,6.729380264335911,9.076712271378891,6.370466359787618,6.7568083505473195,4.688933436378493
Estonia,2007,11.463119222267796,11.136193575684937,6.739850282396083,9.158099260130491,6.52299233268333,6.8363129815277714,4.840050307805573
Estonia,2008,11.61342179463341,11.046583694357471,6.743078984830124,9.1730076532171,6.208897206276151,6.833801141149156,5.005498312848227
Estonia,2009,11.35993938451157,11.089750894509722,6.748297326576976,9.274441297382706,6.311227161567899,6.841355980051844,4.728878489663852
Estonia,2010,11.451558797072353,11.137003208907057,6.76235022499431,9.472449929452388,5.686356310533208,6.781284614928188,4.977196689431261
Ethiopia,2002,10.07741062536985,11.648072029774339,6.861375158323391,10.867949209271575,5.545177444479562,10.045777353084537,5.33076640550435
Ethiopia,2003,10.752368088402932,11.662416213252806,6.858149542323859,9.718164352457846,6.144185634125646,10.062955296182748,5.540483829494452
Ethiopia,2004,10.4862232885016,11.747076573855017,6.861157365075157,10.800493522998416,6.302802109158108,10.132087775103804,5.713745181670408
Ethiopia,2005,10.905333462768258,11.832676866147347,6.869200677260702,10.665647604383027,5.583917272795493,10.139192148857038,5.861370098561668
Ethiopia,2007,11.08645949947485,11.616575973945103,6.872040290920724,12.175981926846157,5.407176255754997,10.159596297746535,6.476241326516925
Ethiopia,2008,11.624902418647155,10.994220394891757,6.875776360620568,12.21789745607182,4.696271521018361,10.152142630934158,6.343210174403075
Ethiopia,2009,11.562182583591522,11.050389158470075,6.884601947340753,12.270637728814968,5.404747310163883,10.158390050987398,6.964127510846135
Ethiopia,2010,11.744770382687637,11.156985315938648,6.885556499204164,12.531568793245404,5.667367421954152,10.168037291125342,6.9403132200839295
Ethiopia,2015,12.521140721477842,11.352989293536234,6.87500861189459,12.564713988172432,7.873795714520424,10.340541087079563,6.94030354037345
Ethiopia,2016,11.990201352752345,11.33062172619935,6.86899291543729,12.850697251115506,8.329401700813985,10.343150412568718,6.94030354037345
Ethiopia,2017,11.933097048022779,11.291984032665718,6.869052720896663,13.196007767120316,8.29856443306916,10.195257765090501,6.940302330403052
Ethiopia,2020,12.133492871112882,11.341572981860896,6.84807227516263,4.077283174293806,7.7756861856377695,10.203103588889883,6.940297490506819
Fiji,2002,9.375282612881639,11.432163609883277,2.69285082921665,8.664405571096625,0.7572502162624978,6.04045310429463,4.801148069229532
Fiji,2005,9.830598708738219,11.412080664034095,2.7059602408782366,7.92892069423101,4.533748268541937,6.023245796976088,4.978594079884792
Fiji,2006,9.853544223727857,11.472690103902472,2.695327386019597,8.071114400422776,5.677399720330618,6.017375928892483,5.031319885289088
Fiji,2007,10.017100795567027,11.355546245680344,2.6953363886821347,2.8526314299133175,5.427618493577596,6.011471401914317,5.081704526970684
Fiji,2008,10.20690455413152,11.276423643479793,2.686778895826326,8.162991377245614,5.823732031339741,6.005531804319418,5.129543622299351
Fiji,2010,9.886801189640382,11.268667509690243,2.6690356000397055,7.330217963458872,4.52254637137212,5.99906062372961,5.383324653356465
Fiji,2011,10.07147597620965,11.3717445719161,2.6435353833874142,7.59312227222312,4.700187750257394,5.99877112229042,5.381255877333599
Finland,2006,12.218822272517233,11.693202224256648,7.628848376021881,7.583349300294493,8.737021604125742,8.750586698658536,7.307129494253851
Finland,2008,12.593972721058845,11.700180664641953,7.638464642645727,12.572496291085375,8.313189169043158,8.750032255641733,6.982596349700367
Finland,2009,12.438288254339614,11.793110756651636,7.646669335957,9.724667358810056,8.071014437605372,8.749974153342054,7.216576270368546
Finland,2010,12.482100350144595,11.730116334175014,7.6545956714058745,10.081429160974709,9.078408254514839,8.669827381294308,6.985302127335686
Finland,2011,12.69042042976101,11.875270801801033,7.663619298987149,10.716566076769364,8.237865162170728,8.749466935382005,7.0451342601355345
Finland,2012,12.64562552408534,11.681024484268221,7.668699377272462,0.0,8.674472629997762,8.74950128638585,7.09884660205025
Finland,2013,12.719343651909423,11.808798896448298,7.669426379977565,0.0,,8.668030696428632,7.1427325350018895
Finland,2014,12.897920369662204,11.86405581602361,7.672896726775598,0.0,8.31665327155814,8.594355270543932,7.136070576589044
Finland,2015,12.690951686751498,11.68098116323559,7.672896858601555,0.0,,8.594732107878295,7.238761584171894
France,2010,15.362732849238428,12.052064455550754,6.8849746598667325,12.631561489385845,9.185778394724311,9.713117291650185,9.710312393633755
France,2011,15.522462696779309,12.149716797248848,6.884940370318503,12.49974051728675,9.588662831361189,9.774932329645122,9.729053379815358
France,2012,15.475621646302196,12.075942734031187,6.88490220881232,13.04895517744694,9.036717154660776,9.774526516230445,9.764392876774792
France,2013,15.538853894121704,12.064972945119244,6.884885838819097,13.086239703470296,9.302966942772326,9.710365883927418,9.814410641201015
France,2015,15.376174200777623,12.06922354761061,6.883828451853218,13.12189437855267,9.727695258170629,9.88893128897502,9.814940997763864
France,2016,15.374492053713428,12.066891557153937,6.882450735867134,13.065804430906747,9.584494550720619,9.88763385668671,9.892779857812478
France,2017,15.440607561448836,12.153561384842325,6.882894375148255,13.09182418842493,9.456629319148268,9.888508165443321,9.868163733760293
France,2018,15.494532377922445,12.349050064887717,6.882914707529726,13.107369769615431,10.080916803040381,9.885382982723963,10.066391322259118
France,2019,15.458735669869425,12.345893281834984,6.879459674237255,13.030559760194757,9.067153575949401,9.884572778231808,9.625749115959893
France,2020,15.463025447523355,12.192692909734218,6.879113251041249,13.13834029731247,8.317897108911014,9.675275967909,9.801317339272863
French Polynesia,2002,9.225468835763282,12.121946971023107,3.333277779012315e-05,5.502164828920517,2.6012441967844007,4.28381642049858,4.7666085318656215
French Polynesia,2005,9.578055453057809,12.113933076878997,1.6666527779320972e-05,5.120983351265121,2.5484366547315327,4.28381642049858,4.669239847228037
French Polynesia,2006,9.745436886334426,12.100340632304242,1.6666527779320972e-05,5.385068292956691,3.0648541500527715,4.28381642049858,4.689266206341193
French Polynesia,2007,9.727572387444615,12.101929642371374,1.6666527779320972e-05,5.761422254102616,3.610113494592166,4.28381642049858,4.693852388593104
French Polynesia,2008,9.84821380660616,12.105118281529325,1.6666527779320972e-05,5.873525249243295,3.1322731643426165,4.28381642049858,4.688193063924203
French Polynesia,2009,9.758225512315372,12.098853260387347,1.6666527779320972e-05,5.511814540810441,2.76120157153016,4.280939383011444,4.640698192047237
French Polynesia,2010,9.768626083205042,12.111837316438232,1.6666527779320972e-05,4.383810756467383,3.952272468083307,4.280939383011444,4.624891110600292
French Polynesia,2016,9.762883180416654,12.188459148909416,1.6666527779320972e-05,3.9926892948579353,3.7821567394423306,4.285538563511157,4.899368481667669
French Polynesia,2018,9.911649403824631,12.18481617620335,1.6666527779320972e-05,4.230476736546681,3.132464740394233,4.2946742904706285,4.817764960749554
French Polynesia,2019,9.863809808003394,12.202715588342555,1.6666527779320972e-05,4.340861304705605,2.874870255818402,4.2946742904706285,4.870044119113864
Gabon,2002,8.84476256082501,11.435603958874411,4.550904759891352,6.306796527512332,1.266212121819373,8.510526921128193,4.179030320388743
Gabon,2003,8.735553145638722,11.423785764099211,4.570306102261508,5.743918519681171,4.323838632901898,8.510781532255866,4.020678088035402
Gabon,2005,9.637030794795436,11.433337376164095,4.5939954808945975,6.436350668820773,5.074367283824793,8.511290555083619,4.718697264312311
Gabon,2006,9.7160468281775,11.451638540546499,4.594290044661778,6.47543271670409,4.909653813490778,8.51154497020442,4.86331187269541
Gabon,2007,9.66830442419569,11.450678833963382,4.596241274974692,6.690664799381005,6.025244986366517,8.511799320614632,4.801613778005601
Gabon,2008,9.93644706643062,11.44989218076529,4.595746757963911,6.810457410747661,5.858956958788361,8.512053606347163,4.732742190011137
Gabon,2009,9.925200119441778,11.455336370165252,4.594573741448423,6.816735880594968,6.150412477420982,8.512307825760068,4.679844664313553
Gabon,2010,9.991914412763762,11.463228556499072,4.586730719166356,5.862683757242057,6.107613616345791,8.512561983910695,4.665690227172764
Gabon,2011,10.302718777554768,11.46818376138066,4.5888388866552905,5.993961427306569,5.789377683241439,8.513158663643312,4.659763584592264
Gambia,2004,9.031844216269329,9.88078171500049,0.528645895335907,7.804251383528112,4.034705821973021,5.843785933757567,5.146430788373846
Gambia,2005,9.019498987943434,9.876861196468418,0.5748702729688921,8.161375023197486,4.000955490906603,5.853638254112583,5.491708382569952
Gambia,2006,9.007177685192383,9.901291392741628,0.5871568369725126,8.161375023197486,4.421345612229827,5.8665860858505186,5.406857820837487
Gambia,2007,8.938868234731522,9.884158188233348,0.5455844745224455,8.006700845440367,4.349780793449402,5.871295855536111,5.2378543388174315
Gambia,2008,8.729193143694157,9.879422520753497,0.9032865427389009,7.467942332285852,4.264120768036582,5.95009987064029,4.71877944417574
Gambia,2010,9.077846536141502,9.917209639254569,1.543846392643547,8.195885391314796,3.6406084826406477,6.031886461606898,4.317164251574877
Gambia,2011,8.817242226767753,9.913377375508126,1.0285712489971475,8.536897774690573,,6.031886461606898,4.326381780706431
Georgia,2004,10.294047686905586,10.570302165403017,0.12535430115270152,9.299906815335225,5.529230536055356,7.480428306074208,6.766950149819656
Georgia,2005,10.431825191953322,10.627514130066592,0.12726387604478842,9.437622016228262,5.207503201753997,7.485651928672381,6.766848181166704
Georgia,2014,11.413957717328914,10.509389995546652,0.07597289876323428,8.412054873292933,6.624030827031125,7.399194188947938,6.767206670123164
Georgia,2015,11.245645141243303,10.41052601404754,0.07179339081387845,8.366602832783736,6.531606457303168,7.46500500469254,5.950683474369467
Georgia,2016,11.216097350249596,10.559371214498485,0.06694188075376871,8.79497643168877,6.538323116182289,7.446043195394907,6.041247415662242
Georgia,2017,11.34297973572673,10.436938613105704,0.055860349496621886,8.839421607620602,6.631740930905591,7.443546648765875,6.202272324661071
Georgia,2018,11.582823442280851,10.603533106731607,0.054614439939877864,8.824824939175638,6.335244972080418,7.440934894393259,6.444717049205879
Georgia,2019,11.4549716392859,10.628351399647642,0.054835347238606606,8.922791623969637,6.306295201591567,7.440163457637968,6.583025825217686
Georgia,2020,11.420147771962489,10.689720217878287,0.05998127766005311,9.287394001418473,5.32153057641856,7.441177941365378,6.693109448123407
Ghana,2002,10.740173952858115,10.914030053055408,2.896973069363967,9.90588467713585,3.3819714760300617,8.98096963022861,3.0642731910732808
Ghana,2004,11.365035769213087,10.991155319337224,2.8714833792139958,9.893315997214632,4.250574079768144,8.946190064065576,3.474989827852319
Ghana,2005,11.376694718079198,11.047373005462754,2.871666417249622,9.069714485079837,4.983401121142487,8.875903276741473,3.66700301128136
Ghana,2006,11.547779285316365,11.067239034175085,2.8740541619287225,10.16583533335128,6.456785354036069,8.875042688681683,5.156139174056932
Ghana,2007,11.52256221530903,11.18712481118864,2.8567919935218558,10.05909839030353,6.752737556715528,8.890198396767527,3.4983619017204437
Ghana,2008,11.666320859641448,11.270321046135132,2.838689498982831,9.79474035616272,6.421931163182859,8.956649779637882,4.389112581063367
Ghana,2009,11.53536146829139,11.30735500747764,2.8271015678889735,9.968390590562679,6.908511659520908,8.888228828152283,4.460786468534529
Ghana,2010,11.526208519952121,11.327920310547071,2.8311641871440103,9.726471894532354,7.253859549695153,8.892574349139784,5.7350873244846134
Ghana,2011,12.188539191461935,11.341311827774184,2.842604403811452,9.285733827066375,7.1681946150400435,8.891120440189331,6.277630888085643
Ghana,2012,12.07658639361426,11.35242481822451,2.8176576856073594,10.423493408725395,7.006266390938716,8.893951100125175,6.627391547214579
Ghana,2013,12.035754014544606,11.382978290704669,2.7956550130855686,9.99328581635616,7.030327814207768,8.899093339151625,7.003634614968168
Ghana,2014,12.326927079978944,11.399867724772466,2.784327881228364,9.826327491596873,7.0317530372567765,8.89787761485067,7.342431463602557
Ghana,2015,12.222869884943592,11.39871988621361,2.786812088876024,9.386901601780782,6.971609190828237,8.982114498346876,7.839797305320117
Ghana,2016,12.31370053812006,11.401072199786368,2.7880970113314336,9.214883860768072,7.060430585266614,8.981775271420702,7.8840923142183374
Ghana,2017,12.321246506173884,11.412885115531882,2.804889514216355,9.76871939543361,6.992307802133502,8.97462148148716,7.926506668845302
Ghana,2018,12.499658340073964,11.407228529093102,2.8412865502056737,9.492642214303103,6.9080019152315835,8.980322825885082,7.926504089945806
Ghana,2019,12.288854665168147,11.428058563807275,2.8742301431302435,9.807281121218377,7.166046142507829,8.989994997943176,7.926502026821421
Ghana,2020,12.445246562872354,11.43295798173999,2.893430962642847,10.183049145131426,6.440299864810183,8.91539010391315,7.926500479475338
Ghana,2021,12.668736381407351,11.43838705053917,2.9473645201565657,9.254285701983864,6.774650176054678,8.995277831166604,7.926500479475338
Greece,2004,12.8855391712217,11.853583086479926,5.387487599031292,11.071469308436775,6.246504594928664,8.488244869460345,8.16181658794211
Greece,2005,12.959882682469722,11.879855103879715,5.386516870768223,10.487800241447259,5.854236832446785,8.427971485336162,8.237333019413414
Greece,2006,13.073400348294614,11.830083811986395,5.386275434173534,10.536387435917076,7.387617854129986,8.420936409879673,7.641156978792985
Greece,2007,13.209415538284507,11.793271146340537,5.386307257692056,10.433380239019344,7.1128638122500645,8.3643416673206,7.603971317206248
Greece,2008,13.34745616106355,11.836804452733828,5.385594610969566,10.655588940939742,7.054051780198993,8.357057973241723,7.238090354349016
Greece,2009,13.256796946278781,11.889306240076696,5.385801624767267,10.410700659011836,6.616593425776575,8.348808351561155,6.82603688241155
Greece,2010,13.228157424074004,11.839061348189206,5.385537180146581,11.01314857848912,5.884289930945888,8.34567591475978,7.252620764961372
Greece,2011,13.28586335884657,11.847182262304125,5.385363034616387,11.092314811363856,6.092259602519063,8.340933226000878,7.679583581337475
Guatemala,2002,11.40890063096645,12.025153377796446,0.38147974535765317,10.542694397714836,4.742320024135325,8.132826439412444,7.8629108914779176
Guatemala,2003,11.45675053793678,11.986962992551419,0.37700847603165105,10.560512849969271,5.0466457316192885,7.983399134474575,7.896106638630059
Guatemala,2004,11.550265805561375,12.071746651579332,0.3567299424262878,10.627961609501755,5.133442723357803,8.11512231637609,8.003331714106617
Guatemala,2005,11.768963672321913,12.031151997956517,0.356694943738735,10.820420300496066,5.260425103946787,8.093029346500531,8.258025270339084
Guatemala,2006,11.766185591744165,12.009476969221161,0.3556210554599738,10.871075356568475,5.425390449111513,8.079807850282256,8.42480374212289
Guatemala,2007,12.101646878044305,12.00608227415066,0.3946063647732885,10.705980048881827,5.945420608606575,8.095751128784933,8.785546300089846
Guatemala,2008,12.253963397413102,11.985374397478045,0.449333125453675,10.221435370578254,5.567628191290922,8.095319190774024,8.550835185600263
Guatemala,2009,12.237648425249363,11.985991445881526,0.4476195478621981,10.563186526919653,5.258375106475709,8.088587390866431,8.241543956932782
Guatemala,2010,12.376459551579261,11.991629206427652,0.45024725088005757,10.705609391682406,5.536709347387483,8.08307137405827,8.35675008909093
Guatemala,2011,12.55459902154894,11.939768904230844,0.4584580683561091,10.798023352607254,6.077685086467953,8.080134211716894,8.27754798360201
Guinea,2002,9.076108734237266,11.127424735781627,4.843345131063733,6.962085623527185,2.787824318862551,8.925381767004945,4.258958171345907
Guinea,2003,9.362131126511816,11.15316654969746,4.839989179954149,6.634257841522312,4.428433007488037,9.00531297764659,4.341546378629381
Guinea,2004,9.448845330403092,11.154793616104879,4.835217319315077,7.433765038073168,4.594109238628667,9.005773206234908,4.417770758603549
Guinea,2006,9.879585408693,11.157037224486182,4.849069896770254,6.613652638727434,4.836281906951478,9.006131015424199,4.554771228404239
Guinea,2007,9.965748090413866,11.156607600128309,4.8484603577136465,5.881928660039675,5.9581662617064675,8.929617616944915,4.616851690761929
Guinea,2008,9.804194242256075,11.152044284611739,4.84845696018399,6.050519309889297,5.410574048893705,9.011635335931704,4.6752674474119145
Guinea,2009,9.748520914905825,11.169676866033434,4.862708980425636,6.48637853527048,,9.012041860659087,4.730480376953538
Guinea,2011,10.26117802232056,11.159982509530264,4.962725625510125,8.332388554328476,6.17261875614993,9.014578902815526,5.117117680222013
Guinea,2016,11.043293789398291,11.175635439505399,4.981670959568206,7.336611339880877,6.710249557424162,9.027268533791524,4.019261756097745
Guinea,2017,10.789859871951517,11.1749078530533,4.9988089713368,8.750611245456678,5.671087091818059,8.949384115799628,4.245275779422386
Guinea,2018,10.933628760644053,11.175972931206624,5.006633631446907,9.368242862096004,5.177363684701229,9.029547645924719,3.465959092176839
Guyana,2004,9.445175311879977,11.708537020903718,6.289252507620212,9.13043098874788,2.7778203881788825,8.236722090635926,6.333073123693005
Guyana,2005,9.409976441488354,11.603506297201317,6.287055852700393,8.6058448890108,4.354141431184346,8.236916963430875,4.55632127009281
Guyana,2006,9.556709897025451,11.6728461330194,6.284833791893962,8.889756248181804,4.638604962074329,8.2369059320363,4.922511610411144
Guyana,2007,9.752415116163496,11.73088850949013,6.283799248028515,5.593471453838519,5.0330488889331555,8.236894900520035,4.7657253134883435
Guyana,2008,9.937570893242738,11.485369256199183,6.2843487835601355,7.833362477493641,5.187385805840755,8.23688387329387,4.763871211557025
Guyana,2009,9.789803137298069,11.51825788895935,6.284310824569364,7.658384894955445,5.10594547390058,8.23687284374018,4.596558209139527
Guyana,2010,10.070327030839664,11.651142252856138,6.282357241243637,8.354177406480096,5.293304824724492,8.236861814064838,4.732463411645467
Guyana,2011,10.160061044334942,11.56285149173993,6.281196860129469,7.8858421387048585,5.512621969195042,8.236850784267842,4.843005286045291
Honduras,2002,10.682491276855757,11.633331320651317,0.209936723826928,6.147755791434351,4.6532235708658005,7.952439225624691,5.742386010215079
Honduras,2003,10.765990653680559,11.758742385365709,0.21285076182877752,10.320279930869967,5.069490669627596,7.963720992928774,6.173392797400407
Honduras,2004,10.98169374018775,11.774773512304495,0.19983398187858573,10.336286767863726,5.3014889982692255,7.962139896130754,6.473607091325356
Honduras,2007,11.421966762075845,11.852538866858266,0.23951546383117278,10.767140929282897,5.7506660605550515,7.964613425852714,7.103852349530682
Honduras,2008,11.62184713219414,11.857725912581634,0.21764848103222995,9.701718105519358,5.8209253054251615,7.964850887447313,7.07178556580384
Honduras,2009,11.546536321620426,11.983606137697565,0.22194283073769086,9.775540538205506,5.151079129533352,7.966346756726314,6.922454218316657
Honduras,2010,11.701829786912405,11.73732568089606,0.21357794644450878,9.52454708072012,5.800985810803612,7.974188669286011,7.2080311530592365
Honduras,2011,12.060162812292726,11.741554308162247,0.2167364026375679,10.041813682016414,5.844644295035515,7.978739400532772,7.279189516708489
Hungary,2008,13.152107114000772,11.770648977788126,6.8415336711373245,11.30655708701772,7.313147485988636,7.910439118325333,8.072635841901944
Hungary,2011,13.342800469559815,11.72539626454813,6.842817460358156,11.333976500302816,7.577676042987872,7.870013146408428,7.575767327179277
Hungary,2012,13.350066053430746,11.56697037020203,6.842806842729733,11.007136343058198,8.389814763903637,7.871204143706697,7.717191045731599
Hungary,2013,13.366692063962336,11.665835375361354,6.842916570570652,11.121966771063454,6.849465065074528,7.820031295995924,7.548757486789979
Hungary,2014,13.378387789978051,11.837177625385472,6.842753486106339,11.091614035911938,7.588452003362689,7.819824669072593,7.697603149411762
Hungary,2016,13.247719460567705,11.820258682657126,6.842043874730446,11.303984740970757,,7.8213624132270905,7.774823203110124
Hungary,2017,13.371952689824461,11.78727834714715,6.841979352574347,11.426322913490969,6.692670107988409,7.921594592659494,7.776638839910711
